date,country,lang,content,label
2018-08-19 06:58:52+00:00,United States,en,The face of evil is on TV (radical Muslims) pretending 2 care about u running 4 government offices all acrossed America they call us islamophobes but yet they don’t speak out against radicals committing terrorist acts instead the in courage it. Wake up before it’s 2 late people https://t.co/hd3YzkLNuV,1
2020-02-29 21:18:50+00:00,United Kingdom,en,I need to find a Muslim on Twitter because I have so many questions ??,2
2020-02-29 19:28:36+00:00,Spain,en,Some of the journalists who were supporting #ShaheenBaghProtests must be arrested too. They wanted a riots at any cost. No terror attacks no riots. No Hindu/Muslim clashes to report in foreign media. What better opportunity than provoke gullible?,2
2020-02-29 16:00:42+00:00,United Kingdom,en,@bikersalive @Imamofpeace You look with one eyes. Iraqis fought the evilest power ISIS and drive them out of Iraq with upmost bravery with the help of the coalition forces. They were all Muslims. What I�m Tey a day is that not everyone is bad,0
2021-08-31 19:21:44+00:00,United Kingdom,en,@ZebaQadar @MMjavaida @HomairaArif @nhk2277 @ENCOLD @ShirinSherbok2 @ShahidaQureshi5 @danishrasheed23 @cipherEquality @RiffatJabeen18 @TheTahirSarwar @ColKhalid23 @RZCheema @WaqarAs76895414 @fredashah123 @mrsnade55952215 @KamranBeg3 @drayeshahh74 @BhattiN,0
2021-08-31 19:18:21+00:00,United Kingdom,en,@mulla4sale @ShahidaQureshi5 @Awaaz74603791 @ShirinSherbok2 @ColKhalid23 @MMjavaida @HomairaArif @danishrasheed23 @cipherEquality @ZebaQadar @RiffatJabeen18 @nhk2277 @ENCOLD @TheTahirSarwar @RZCheema @WaqarAs76895414 @fredashah123 @mrsnade55952215 @Kamran,0
2021-08-31 13:51:09+00:00,Italy,en,So what part of Muslim religion..... https://t.co/n0UN3MnPPC,2
2021-08-31 09:32:42+00:00,United Kingdom,en,@SaviorSinner @realDailyWire I guess all that doesn't matter... Muslims and christians are the same exact thing with the only difference that christians had 600years more to moderate themselves and soften up and stopped comminting this attrocities while t,2
2021-08-30 23:15:44+00:00,Germany,en,i am so happy .. i have had turkish friends for many years and greet the ottoman empire and the byzantine and the muslim ...... i am glad that you people are there !!! You have done me very well ... !! https://t.co/pA5Eek249a,0
2020-11-09 21:06:43+00:00,United States,en,Alhamdulillah I get to travel and see New things.... #travel #travelphotography #traveling #allahuakbar #alhamdulillah #subhanallah #instagood #instagram #blessed #blessed🙏 @ Dennys https://t.co/9LPbc2BvDV,0
2021-03-13 17:36:05+00:00,Canada,en,I always have a hard time imaging a watering can outside of my bathroom. #MuslimTwitter https://t.co/Sq6N1h1kGm,2
2020-07-09 01:50:56+00:00,United States,en,#MuslimTwitter in full-on meltdown tonight 😂 https://t.co/9qQ8MTCzgj,2
2021-07-27 08:36:16+00:00,United States,en,$1k $1000 dollar days guys as long as you do the work and have gained the proper knowledge all things are possible #forex #forexlifestyle I prayed for this every night is what you gotta know thank you 🙏🏾 god #bismillah https://t.co/LrNUhUtlXe,2
2021-07-28 16:39:34+00:00,United States,en,May Allah Bless Us And Grant Us Jannah. ☪️🕋🤲❤️ #allah #allahuakbar #quran #muslimlivesmatter https://t.co/M4mbLFf9oQ,0
2021-07-26 08:21:38+00:00,United States,en,Back to work. 4:20am it's #WakeAndBake thank #Allah for another morning.,2
2021-08-31 23:56:56+00:00,Canada,en,@moore_oliver Italians 🇮🇹 used to be the largest ethnic group but today 1/4 of Marseille people are Muslims,2
2021-08-31 23:07:16+00:00,United States,en,You know anti Muslim America racism plays b both ways iin political parties and I detest both. The fact is somehow a good many Muslim Americas including children are left behind and the response. Is well that's unfortunate. Give me a fucking break,0
2021-08-31 22:54:33+00:00,United States,en,Maddow get your nose out of Biden’s @$&amp,2
2021-08-31 22:01:37+00:00,United States,en,I mean I am looking at American Muslim groups. And their chapters in @CAIRNational and they seem to give a shot besides some psa on how to adopt a refugee . It's disgusting,2
2021-08-31 19:43:14+00:00,United States,en,Barack Obama and rice or Joe Biden’s handler’s both Muslims seeking to take over our country and in Christianity,1
2017-03-28 15:17:10+00:00,Canada,en,Islamism's Culture War Sets Sight on Multi-Billion Dollar Beauty Industry https://t.co/i03pEvbqJg | #muslimwomensday #muslimnews,2
2017-01-10 15:14:17+00:00,Canada,en,What? Have you heard of this? https://t.co/s1ERCapo1H | #Muslim #MuslimNews #McDonald #halal,2
2016-10-14 21:07:46+00:00,Canada,en,Will the #hijab go mainstream couture? https://t.co/7bzwRhDJie #Muslim #MuslimNews #News #shopping,2
2016-10-11 15:18:58+00:00,Canada,en,#Trump keeps support of Muslim-American Republicans https://t.co/ikLQYdiuC3 #Muslim #MuslimNews #News,2
2020-01-17 13:46:48+00:00,United States,en,Time to BringDown This Brutal #Ayatollah Regime in #Iran: Ayatollah Khamenei said yesterday the #Islamic Revolutionary Guards Corps Quds Force should be viewed as “humanitarian organization with human values.” This after killing over 1600 Iranian protestors. None sense!,0
2019-12-20 03:28:49+00:00,United States,en,@pkaushal_99 One of the only two #Islamic country in the world.,2
2019-12-11 18:35:13+00:00,United States,en,I literally have the best husband in the world. @FFProfessorST3 #mashallah https://t.co/AD8CqQ5pCg,2
2020-02-29 23:58:08+00:00,United States,en,@Breaking911 @CarmineSabia The next European war will be fought against the Muslims and Turkey.,2
2020-02-29 22:57:25+00:00,United States,en,@ISD281 Please stop perpetuating false #stereotypes. Majority of Muslims in America are Asian/South Asian. We don’t wear hijabs. It’s a choice. It’s also deeply offensive to us. https://t.co/xdAB4Glh0L,0
2021-08-31 11:45:26+00:00,United Kingdom,en,"Atheists got it twisted, a critical fact about life is we were all once nothing now we're not #life #islam",2
2021-08-31 07:38:23+00:00,United Kingdom,en,@HollieStaffor12 @MSANNCOOPER @WendyJWright @GBNEWS Islam tells women what to wear. Female repression doesn't end with having to cover up under Islam either. Haven't you any knowledge about Islam? https://t.co/qQhnHR8fiS,1
2021-08-31 19:21:44+00:00,United Kingdom,en,@ZebaQadar @MMjavaida @HomairaArif @nhk2277 @ENCOLD @ShirinSherbok2 @ShahidaQureshi5 @danishrasheed23 @cipherEquality @RiffatJabeen18 @TheTahirSarwar @ColKhalid23 @RZCheema @WaqarAs76895414 @fredashah123 @mrsnade55952215 @KamranBeg3 @drayeshahh74 @BhattiN,2
2021-08-31 14:48:03+00:00,United Kingdom,en,"@Refugee333 @JGreenblattADL Islamphobia, a word created by fascists and used by cowards to manipulate morons. The Muslim brotherhood invented this word to prevent criticism of their backward ideology. The likes of isis, the taliban, hezbollah, Al quaeda e",0
2021-08-31 13:49:43+00:00,France,en,"@oflynnsocial Would it not be wiser for the UK Muslim community to create a standard religious syllabus for primary and secondary school kids, controlled by the UK Ummah in conjunction with the Department of Education, analogous to the systematic religiou",0
2021-08-31 13:20:30+00:00,United Kingdom,en,"@SurfBored3 @WittyTigress @SaviorSinner @realDailyWire That is my whole point this whole conversation... Fundamentalists fuck it all up... Christian or Muslim or budhinst or Satanist if because of youe belief you end up killing, torturing and persecuting",2
2021-08-31 12:44:01+00:00,United Kingdom,en,"@KrondstadtBaker @ringwodian They were not justified, says someone who isn't Jewish. You do realise you're accusing Jewish people of lying about their lived experiences, right? What would you say to a Tory who accused Muslims of lying about abuse they cla",0
2021-08-31 10:52:02+00:00,United Kingdom,en,"@SurfBored3 @SaviorSinner @realDailyWire HUMANS kill people , muslims do chirstians do...saying that Christians are the force of Good is a bit ridiculous unless you ignore REALITY .. Any crime against another fellow human BECAUSE different or with a diffe",0
2021-08-31 09:32:42+00:00,United Kingdom,en,@SaviorSinner @realDailyWire I guess all that doesn't matter... Muslims and christians are the same exact thing with the only difference that christians had 600years more to moderate themselves and soften up and stopped comminting this attrocities while t,2
2021-08-31 07:55:11+00:00,France,en,"@rainer_shea @marxlipaist If you had done real objective research, it would have been impossible for you to deny a desire to eradicate non-Serbs in areas that fell into the hands of the VRS, I think rather that you are a liar and a racist, basically justi",0
2021-08-30 23:15:44+00:00,Germany,en,i am so happy .. i have had turkish friends for many years and greet the ottoman empire and the byzantine and the muslim ...... i am glad that you people are there !!! You have done me very well ... !! https://t.co/pA5Eek249a,0
2021-08-30 21:07:55+00:00,Tunisia,en,"@TomGulley4 @Realducklord1 @MalangKhostay im saying this phenomenon that is the burning of christians is rare and not very common as you claim. i also doubt you know anything about their ""doctorine"". massively disproportionate makes it sound like 30% of m",0
2018-12-23 12:05:30+00:00,United Kingdom,en,“The man who has no imagination has no wings.” -Muhammad Ali,2
2018-12-19 23:03:33+00:00,United Kingdom,en,@OfficialPDC Thinking world championships always as Mecca of darts. Let’s start at 6pm as ball ache getting home for most and every game at 11pm and onwards lacks everything. Almost the grave yard shift for all involved #rethinkschedule,2
2013-12-01 09:14:52+00:00,United Kingdom,en,"The smart one isn't the one who wins arguements, rather is the one who avoids getting into them in the first place! #islamicquote",2
2020-02-27 09:23:59+00:00,The Netherlands,en,@antonioguterres - 1 million brutally detained and brainwashed in Xinjiang -people from across the world are counting on you to raise your voice https://t.co/LHxuKBynzM #StandWithUyghurs # CloseTheCamps # UN # HumanRightsCouncil,0
2021-11-19 16:28:21+00:00,United Kingdom,en,@Golama_Isies @Blessed_thang May Allah grant her jannah al firdowes,2
2018-02-24 09:59:28+00:00,United Kingdom,en,Women reveal they were groped by Holy Mosque guard during Hajj in #Mecca https://t.co/1gd5GZF7Iv,2
2020-08-20 15:09:36+00:00,United Kingdom,en,"NEW UPLOAD!

• What are the conditions for Aqeeqah?
• https://t.co/hontjI4SEl
• Ustadh Abu Suhaib al-Bassam.
• Monday 17th August 2020.

#Allah #Riba #Interest #Usury #Islam #Success #Muslim #Muslims #Muslimah #Makkah #Madinah #Hijrah #Muhammad #Sahabah https://t.co/hbRdALMlU9",2
2018-09-18 23:03:56+00:00,United Kingdom,en,Al-Haram Prayer Mat &amp; Prayer Carpet made in the Holy City of Medinah Munawarah bought when I went for Hajj from Medinah 💚 Reminds me of the Green Carpet we prayed on in the Haram of Makkah 🕋 &amp; Medinah and in the Rawdah Mubarak in Al-Masjid-an-Nabawi 💚💚💚 Alhamdulillah 💚💚💚 https://t.co/YJvem9HQa1,2
2018-12-19 13:09:29+00:00,United Kingdom,en,Cannot think straight subhanallah,2
2019-06-04 20:17:20+00:00,Former Yugoslav Republic of Macedonia,en,@Khaleda_C Wow your face looks a lot more pretty now 😜😂 #MashAllah,2
2018-12-31 14:39:32+00:00,United Kingdom,en,"Ah man, 1st time I seen this hadith. My mum was seriously ill and in hospital, I spent the night praying and the next morning my hadith app sent me this. I honestly thought that was it. That Allah would take her. But Alhamdulilah wasn't the case, she recovered and still ticking https://t.co/z24BxViQsa",2
2021-11-30 16:32:20+00:00,United Kingdom,en,"@BBCMarkSimpson Nice to see Belfast City Hall lit up in red and yellow for non-Christian Dawalli.

#IRONICALLY 
Hindus Sikhs and Muslims are non-Christian,
Just like most Christians

cc. @ElaineYoung94 @RobbieButlerMLA @JamieBrysonCPNI @1rorycowan @Tim_Mc_Garry @StephenNolan @ArdsFPC @joelogue2",2
2018-12-31 08:32:00+00:00,United Kingdom,en,What a gem you are mate ..... may Allah reward you https://t.co/LMXQskSmRV,2
2020-07-12 14:30:50+00:00,United Kingdom,en,@Muslimah_Writer I think I will go to the next grade if I can get a chance to be a bit more 😉.,2
2018-11-27 13:13:23+00:00,Spain,en,"Already miss my bike 🔥
🔈🆙
#bismillah 
#idemitsuhondateamasia 
#astrahondaracingteam 
#dimgas20
#jangankasihkendor @ Barcelona Airport https://t.co/LjQSYbSuRK",2
2021-11-28 14:14:11+00:00,The Netherlands,en,"as its effect in the news of the inclusive Reminder (Quran) shall reach all of Allah's creation in the solar system, in line with the Word of Allah the Exalted:
Imam Nasser Mohammed Al-Yamani
14-10-2021
65
#Torment_Planet_Has_Neared
 Omicron
MnuXxO",2
2018-12-09 12:34:34+00:00,United Kingdom,en,Men always talk about getting4 wives. First complete what is fard and then talk about the sunnah kmt,2
2015-03-15 12:09:26+00:00,United Kingdom,en,@Lewis_ALee @Aliceisaflower #Jannah we start the jokes yet?,2
2018-12-10 18:18:18+00:00,Ireland,en,"@MariaMiya007 @AhmadiMuslim7 @MRazack26 @warpedman @mrjc1 @PringoDingo632 @10CowboyUp @kevinhise @littlemeonearth @mohammedahilmi @russellclaude @Subhana73282532 @Om_Niric @SophiaFHL @RulesElsa @omar_faisal86 @mQuxm89 @FantomColeman @PeaceBUponThem @DjieKarina @Budrus_Dhuliman @PakHakumat @MOBO_FA @PaulvsJesus @Perfect_Gntlman @SaqibMeerOnline @jmorika @meloo_xoxo @BlueNav52218861 @Gubomaster @RCs_ACMan @wiguy45 @TestWithScience @Ahmadiyyafactch @amandadonnell14 @Khaleeluddink11 @rockonlive @pastor_les @M3tsm7 @itruthman1 @fariz47 @Tarik_Chaudhary @JevremYoussof @aka_c00lest @SolomonOmri @lascar1 @afaceoffists @Notbuyingthisbs @RussStevejruss @Halokinq72 She is and by the way Quran does not allow women to be hit , the Arabic word for hit is نجاح and Quran uses Darabahu. to chastise them by moving away from them .",2
2019-03-12 19:35:05+00:00,Sweden,en,"When we repair our relationship with Allah SWT, He repairs everything else for us.

#Islamicreminder",2
2021-09-21 19:15:21+00:00,United Kingdom,en,#WeStandTogether against #Islamophobia https://t.co/Am7N3b9heC,0
2021-04-05 23:20:50+00:00,United Kingdom,en,"Ramadhan Time-Table 2021 - 1442 AH 
#gsm_mosque #Ramadan #mosque https://t.co/Wpxy4D5XcG",2
2021-11-04 22:27:15+00:00,United Kingdom,en,@looking4frankie @InfoActionRati0 stoned to death lol #allah #nofatties,2
2018-10-15 01:38:36+00:00,Germany,en,@IDFsoldiergirl „This is a religious war.“ @IDFSoldiergirl 🇮🇱 Yes - it is! They follow a religion of hatred - driven by their imams and politicians. God help  this kibbutz - God bless #Israel I'M SO SAD  #Jewish #truth #terrorism #IDF #SurelyThisWillFreePalestine 🇮🇱,1
2021-11-29 08:51:12+00:00,Albania,en,"Taliban thugs are discontinuing issuance of Afghanistan passports with Republic logo and name today. 

From tomorrow the new passports issued will bear the logo and name of Islamic Emirate - the thug regime that has 35 million prisoner citizens. https://t.co/NtvSvHhUSW",2
2021-11-14 14:33:31+00:00,United Kingdom,en,"Woke up this morning feeling rather relieved I didn't need to be somewhere to run another Marathon.

That's a wrap for this season Alhamdulillah 😀🏃‍♂️🇵🇸 #Running4Palestine https://t.co/fP7rPDJGcV #UKRunChat https://t.co/fTA2S706jt",2
2018-07-19 15:43:56+00:00,Germany,de,Auf der gestrigen Looppalette gabs ein Gruß aus Leipzig von den #radicals 💪👌👊 Kings!!!! Wird erstmal aufgehoben 😁 #onkeldose #ehrenfeld #cologne #graffiti #cans #colors #spraypaint #shop… https://t.co/uwv3bo8Ihh,2
2018-06-23 12:48:07+00:00,United Kingdom,en,"My beautiful princess at a friend's wedding today. ranianoorchikte 

#Mashallah #Daughter #love @ Southend-on-Sea https://t.co/bvKB1UMRaN",2
2021-11-04 18:57:54+00:00,Spain,en,"“Smile, it’s Sunnah” https://t.co/me5QYu60L3",2
2021-11-28 16:35:56+00:00,United Kingdom,en,"This is Mahdi from Iraq, who happens to be my neighbor, obviously a Muslim, asides being one of the coolest people I’ve met in recent times, dude shocked me today when woke me up this morning that we should go to church, I told him him don’t go to church and he said why? https://t.co/OL4q6uPdEZ",2
2018-12-21 15:38:41+00:00,United Kingdom,en,Absolutely outrageous that @BorisJohnson still hasn't apologised &amp; has now been cleared of breaking @Conservatives rules. When will his party wake up to the latent Islamophobia prevalent in leading Tory circles? #letterboxes #BorisNiqabRow https://t.co/fyTtxtkcLc,2
2021-04-06 22:12:27+00:00,United Kingdom,en,French senate approved ban of women under age of 18 wearing hijab as part of the controversial separatism bill. Any thoughts? #hijab #women #rights #islam #france @BazaarArabia https://t.co/W3nIXVNt6t,2
2021-11-09 17:38:36+00:00,Turkey,en,"Dr Sir Muhammad #Iqbal taught youth continuous struggle to achieve emancipation: Ambassador #MunirAkram @PakistanPR_UN 
 #IqbalDay2021",2
2018-12-26 20:04:19+00:00,United Kingdom,en,"Imam at segregated wedding: just went ""if there are father's here with single sons, Call your wife. There are a lot of unmarried women in the female section... This is an opportunity""",1
2018-12-09 18:31:23+00:00,United Kingdom,en,@Waqas_Shah94 Subhanallah congrats!! ❤️🙏,2
2021-01-15 18:26:28+00:00,United Kingdom,en,"This video includes :
🌸 2 piece diamond jilbab with a classic 1 layer nikab in black . 
🌸 1 piece jilbab with pockets and elastic sleeves (in colour : Teal) and a 1 layer classic nikab in black 
#hijab #hijabi #jilbab #jilbabclothing #muslim #islam #modestfashion #muslimclothin https://t.co/zMAhQ2DwHM",2
2018-11-06 22:28:43+00:00,Sweden,en,"""O Allah! Grant us a good end in all our affairs, and protect us from disgrace in the worldly life and torment in the Hereafter."" Ameen 🙏. ... Ninth like from Ⓜ 😌 #Alhamdulillah… https://t.co/qTiO2Kh8MT",2
2015-02-17 09:59:49+00:00,Austria,en,Lewat dhuha CET.Spring has Sprung.Thinking can cross the edge and line but Doing only can cross the edge. #Bismillah http://t.co/UtB25jEYdg,2
2019-10-03 16:47:20+00:00,Ireland,en,Don’t play yourself and order some 🥵🥵 #swahili #chapati #yumm #mashallah https://t.co/9LG6llIa2j,2
2018-12-26 22:33:40+00:00,United Kingdom,en,"@Justice_Comrade @AbidHus90259106 @MohsinBukhari33 @IAmNaQvian @imam_afrough @Mudassa05292315 @pak_followers5 @AayatKh42331038 @mkashif55 @Siddiqa1234 @Mishal_786 Exactly 
#BenazirBhutto RIP",2
2018-11-17 20:36:06+00:00,Turkey,en,"Photos from inside the Çamlıca #Mosque began to appear in the press. They show that the interior furnishing and ornamentation are about to be completed.
#Turkey #Istanbul https://t.co/m6OvKFr18Y",2
2021-11-18 09:49:49+00:00,United Kingdom,en,"We are sleepwalking toward similar legislation for trans people, with anti-trans radicals pushing an agenda based on fictitious hysteria. We cannot allow our country to move backwards on LGBTQ rights after so many years of progress. #TransRightsAreHumanRights #TransAwarenessWeek",2
2021-11-16 08:56:06+00:00,United Kingdom,en,The attraction is twofold our welfare system where you're rewarded for doing absolutely nothing and of course Londonistan the new Mecca! https://t.co/tlq9HluPTL,2
2021-11-22 18:59:28+00:00,United Kingdom,en,"@PraticOslo In Pakistan, Communists have actually deepened the ethnic divide to corrode Islamic identity and Muslim group feeling.",2
2018-12-28 14:50:48+00:00,Morocco,en,"Grand Casablanca or also known as Hassan II Mosque, the largest Mosque in Africa that allows all non-Islam visitors. #travel #exploreafrica #moroccotravel #morocco #igcaptures… https://t.co/agRcLhnuKz",2
2020-01-08 14:13:34+00:00,United Kingdom,en,"@dalj_k @hkpoliceforce YOU is FEISTY today, young lady! And quite right too. Have a poster
#BoycottBeijing2022 
#closethecamps 
#BOYCOTTHUAWEI
#stoptheETHNOCIDE https://t.co/fBogH0RNbY",2
2021-11-18 06:37:08+00:00,United Kingdom,en,@jeremybrier @Baddiel What did you think of the Islamophobia in the book?,2
2020-06-07 23:10:05+00:00,Italy,en,✊🏿 #blacklivesmatters SHARE PLEASE #policebrutality #racism #justiceforgeorgefloyd #georgefloyd #police #arabs #ksa #uae #MiddleEast #northafrica #usa #america #arab #humans #justice #mulism #islam #black #blackpeople #comics #graphicjournalism #journalism #graphic #HumanRights https://t.co/zCB1YU4pFE,2
2021-08-08 15:06:46+00:00,United Kingdom,en,"Some amazing views for the participants. 
Enjoying one of the gifts of the natural world we live in and the planet created by #Allah.
Great for their health and wellbeing.
Benefiting here now and the hereafter InshaAllah. 
#Alhumdulillah
#AllahuAkbar 
#SubhanaAllah https://t.co/KWD83whXLW",2
2018-12-31 16:52:16+00:00,United Kingdom,en,"Eastern Turkey had a large and thriving community of Christians a little over 100 years ago, but since then most have been dispersed or killed. #Islam #Islamism https://t.co/HdeJDKolTf",2
2021-09-25 10:40:22+00:00,United Kingdom,en,Thank you to all that have donated. I will let you know how I get on…most likely after a week or two of recuperation! #Alhamdulillah #ShineNightWalk https://t.co/2MNbBqpI2l,2
2018-11-21 11:24:36+00:00,United Kingdom,en,SubhanAllah! 1st snow of the year!,2
2018-12-31 11:40:13+00:00,United Kingdom,en,Even the best striker in @premierleague can’t help himself and fall over at the slightest opportunity. Football is a total sham these days @LFC @Arsenal @SkySportsPL @BBCMOTD @FA @UEFA @MoSalah CHEAT!!,2
2017-04-02 15:53:10+00:00,United Kingdom,en,"@pmclauth @ro_iain The real story regarding this picture
https://t.co/bu4gDHNy4r
is that every #Muslim must submit to believing #Muhammad flew on a horse",2
2021-11-28 20:36:28+00:00,The Netherlands,en,"{Whomsoever Allah sends astray, none can guide him; and He lets them wander blindly in their transgressions. (186)}
Al-Aaraf-Chapter:7
43
#Torment_Planet_Has_Neared
 Omicron
!CMBNY",2
2021-11-22 19:00:06+00:00,United Kingdom,en,"We are pleased to be partners for a ground breaking event at @Edgbaston Cricket Grounds. A unique panel discussion to discuss racism and Islamophobia. 

Panellists include Baroness @SayeedaWarsi, @NazShahBfd, @DrChrisAllen and more!

https://t.co/ab98quPI0J

#Islamophobia #racism https://t.co/ahFrE3WjEi",0
2021-11-30 05:27:34+00:00,United Kingdom,en,I hate Liverpool but the disrespect on Mo salah makes me very angry,2
2018-11-16 12:36:39+00:00,Tunisia,en,"The Great #Mosque of Kariouan and the #Medina - oldest in Northern Africa This morning we drove for 2 1/2 hours from #Tunis to the holy city of #Kairouan, third in holiness order after… https://t.co/56Uubj5GOW",2
2018-11-17 09:19:55+00:00,United Kingdom,en,"#back #in the #gym #after #two #weeks. #a lot #has #happened #but #you #live #and #learn #get #back #up #trust #the #lord #almighty #god #Allah. 

#keepstronglivelife @ Ilford, Redbridge,… https://t.co/R45D5XZ2fr",2
2018-02-21 08:06:51+00:00,United Kingdom,en,"99 Names of Allah.

#islaimicreminder #islamicquotes #muslimpeople #muslims #deen #hadīthoftheday #hadith #islam #islamic #islamicpost #islaimicreminder #Allah #instamuslim #indonesia #hijabstyle #hijabfashion #sunnah #dubai #abudhabi #middleeast #morroco #turkey #türkiye https://t.co/HBL0KHYUTA",2
2020-11-14 00:07:17+00:00,United Kingdom,en,"#fyp #foryoupage #foryou #alratv #younusalgohar #fy #goharshahi #zikrallah #muhammad #divinelove #islam #love #allahu #divineenergy #shayari_tiktoks @ London, United Kingdom https://t.co/m5aCqgUoNY",2
2021-11-30 10:38:11+00:00,United Kingdom,en,@WittonBrandon Possibly lose Salah on a free cause of him republican as well 🤢,2
2020-11-13 18:47:04+00:00,United Kingdom,en,"NEW UPLOAD!

• Al-Yaum Al-Qiyamah.
• https://t.co/cTUVvDOgOf
• Excerpt taken from lesson 4 from Al-Aqeedah Al-Wasatiyyah.
• Full Lecture here: https://t.co/axr9oHUS8L
• Ustadh @abunaasihoon
• Wednesday 4th November 2020
• 2/11

#Aqeedah #Creed #Allah #Islam #Sunnah #Salafi https://t.co/VA0TsgprB2",2
2016-08-30 09:19:10+00:00,Greece,en,Simple solution: #CloseTheCamps and let people free. #IslandsNotPrisons #OpenTheBorders #refugeesGr https://t.co/3Ud3qkFGd2,0
2018-12-27 22:10:13+00:00,Italy,en,"My New Mobile #A7_2018😆
Say Mashallah❤ https://t.co/bOF9dVT8Hq",2
2021-11-28 16:20:28+00:00,United Kingdom,en,"@weecalvin1509 Thanks Colin, really thoughtful points. I would see speech and permanently visible text as different media. Permission doesn’t need to be acquired to speak in public, and Christian/Muslim preachers could technically occupy the same space. Not so with a permanent installation.",2
2011-08-03 14:24:15+00:00,None,en,"The smart one isn't the one who wins arguements, rather is the one who avoids getting into them in the first place! #IslamicQuote",2
2021-11-30 16:06:58+00:00,United Kingdom,en,"And warn them, [O Muḥammad], 
of the Day of Regret, 
when the matter will be concluded;
and [yet], they are in [a state of] heedlessness, and they do not believe.

(19:39) https://t.co/OnZNMhPCkK",2
2021-11-12 10:50:41+00:00,United Kingdom,en,@MeccaBingo Happy 60th Mecca You Don't look a Day over 21 🤣🤣 https://t.co/540Fsp9CTe,2
2019-08-17 20:07:24+00:00,United Kingdom,en,It occurred to me if those diabetic uncles and aunties kept their cores engaged during their prayers 5 times a day they would actually have a decent workout ! #muslimtwitter you should agree 😂,2
2017-06-13 14:09:21+00:00,United Kingdom,en,🚨Attention Edinburgh! 🚨@JamieJBartlett is at your largest bookshop this evening with an incredibly good talk + beverage deal... 📚🍷 #Radicals https://t.co/AHfdeAkm7F,2
2021-11-25 16:29:10+00:00,Italy,en,"🍋 Citrus fruits are a natural method to increase collagen in your face. Collagen itself is a protein that naturally breaks down with age, which can then result in fine lines and wrinkles. As an antioxidant, vitamin C may help prevent free radicals that can damage collagen https://t.co/Z0i5ayQ7D8",2
2018-12-11 17:49:15+00:00,United Kingdom,en,Whaplode is like a fucking Mecca for roadworks. I cannot understand how such a small and insignificant village requires so much tarmac digging up every two weeks. What are they fucking up so much there that it can't be completed during one of the last 26 temporary traffic lights?,2
2018-10-24 11:38:58+00:00,Ireland,en,@thejournal_ie Well that’s really cleared things up hasn’t it?  My worry is that will getting rid of the blasphemy law open the doors for Muslim radicals in this country to start preaching their particular brand of religion without worry of prosecution?,1
2016-06-09 19:21:28+00:00,Spain,en,"Prepare for FP1 &amp; FP2 tmrw
#bismillah
#astrahonda
#satuhati
#kalex
#moto2
#cev 
#repsol… https://t.co/9MUk7zltxE",2
2019-09-06 10:03:31+00:00,United Kingdom,en,"109.  Say,  “If  the  ocean  were  ink  for  the  words of  my  Lord,  the  ocean  would  run  out,  before the  words  of  my  Lord  run  out,”  even  if  We were  to bring  the  like  of  it in  addition  to it. 

#TheCave
#Kahf
#subhanAllah 
#WritingCommunity",2
2021-11-29 09:18:35+00:00,United Kingdom,en,@_HenryBolton The anti Christ @pritipatel has many vacancies to fill in her Muslim law enforcement,2
2020-03-20 17:19:18+00:00,Norway,en,"@YosephHaddad is an #IsraeliArab who was recently on TV in #SouthAfrica providing facts: In #Israel #Muslims and #Arabs hold top positions in the government, military and private sector.
#bdsfail #BDS https://t.co/F22WonW7jJ",2
2018-12-23 13:06:39+00:00,United Kingdom,en,"Buy now @AmazonUK
https://t.co/Kfve8n7pf5  

#London #Londonislovinit #londonlife #uk #England #UnitedKingdom #MoSalah #Salah #LondonIsOpen #LondonBridge #englandaway #SundayBrunch #LFC #SundayMorning #wolliv #thearchers #SundayThoughts https://t.co/D9zfon6euQ",2
2018-10-31 12:15:43+00:00,Germany,en,@iamhanikhan @sillypie_23 Very good Subhanallah,2
2021-01-28 11:20:18+00:00,United Kingdom,en,"@CellardEleonore 7/7: so weather we have the original copy of what  Uthman has ordered to be written down and (minimum) 6 copies were made and sent to Shām, Madinah,Basra,Kufah,Makkah and so on, or not, we have absolute evidences that it is intact due to multiple solid proofs. #Alhamdulillah",2
2018-04-13 08:29:48+00:00,United Kingdom,en,"View from our hotel in Makkah. 
#islamicquotes #islamic #muslims #muslim #muslimah #hijabstyle #hijabi #hijab #hijabfashion #look #islamicwallpaper #islam #bismillahirrahmanirrahim #share #islamicshare https://t.co/EFNHkffgxL",2
2020-11-01 10:33:06+00:00,United Kingdom,en,"@VanityFair OMG....Nazi Germany, all over again!! Please God, help #SaveAmerica ...they need Biden/Harris!!!!",2
2020-04-30 16:22:23+00:00,United Kingdom,en,"Ustadh Tim Humble

#Islam #Sunni #Dawah #Salafi #Hadith #Fiqh #Salafiyyah #Salaf #Ramadan #ramadhan2020 #Makkah #Madinah #Luton #Allah  #Dua #Sawm #Iftar #Suhur #ummah #Zakat #Sadaqah #Charity #Hajj #Umrah #Love #Peace #Unity #Forgiveness #hijrah #Pakistan #Islamabad #Cure https://t.co/5VZvH6NKgb",2
2021-11-16 08:06:07+00:00,United Kingdom,en,"May he rest in peace, #Hero indeed.
 Ali lost his life helping an 80 year female being attacked. 
May Allah grant #AliAbucarAli Jannah and give his family and friends strength and sabir.  
#SomaliHero https://t.co/OmXvCTlqvv",2
